,category,query,cleaned_query
545,jewelry,"( [""anniversary"",""bracelet""] in category) and ((metal eq ""silver"") or (metal eq ""gold"")) and (gender eq ""F"") and (cost eq 100) and (currency eq ""USD"")",anniversari bracelet categori metal eq silver metal eq gold gender eq f cost eq currenc eq usd
546,jewelry,bjhbkjj,bjhbkjj
547,jewelry,SELECT bracelet FROM Jewelry WHERE occasion=anniversary AND gender=female AND material=gold OR material=silver AND price=100,select bracelet jewelri
548,jewelry,Festivel Necklace for $1000,festivel necklac
549,motorcycles,"Used Honda motorcycle use 16,000",honda motorcycl use
550,motorcycles,bajaj dominar 2015 less than 110000 sale,bajaj dominar sale
551,motorcycles,USA made toyoto motorocycle 1500km less than 10000,usa toyoto motorocycl
552,motorcycles,bajaj 2017 <130k,bajaj
553,motorcycles,baja truck lifted neon green 15000,baja truck lift neon green
554,motorcycles,harley rode hog 2020 40000,harley rode hog
555,motorcycles,suzuki grand tourer 2018 less than 100000,suzuki grand tourer
556,motorcycles,Harley Davidson 2014 first owner 5000 km $4200,harley davidson owner km
557,motorcycles,Royal Enfield Classic 350 - 2016 less than 150000 sale,royal enfield classic sale
558,motorcycles,"2010 harley davidson less than 130,000 miles",harley davidson mile
559,motorcycles,1983 Vespa less than $17000,vespa
560,motorcycles,Black harley 2017 for sale $200,black harley sale
561,motorcycles,Can I find a good bike with very few miles at this sale?,find good bike mile sale
562,motorcycles,ktm dominar 2020 less than 10000 sale,ktm dominar sale
563,motorcycles,honda dominar 2016 less the 120000 sale,honda dominar sale
564,motorcycles,Honda motorcycle 500cc one owner 1200 miles,honda motorcycl owner mile
565,motorcycles,honda motorcycle 2020 less than 14000 sale,honda motorcycl sale
566,motorcycles,Buel blast 2001 less than $2000,buel blast
567,motorcycles,what is difference between 2017 and 2020 model,differ model
568,motorcycles,Black Honda Rebel 250 for sale,black honda rebel sale
569,motorcycles,2020 Harley Davidson  less than 50000 500cc,harley davidson
570,motorcycles,dodge charger 2011 no accidents,dodg charger accid
571,motorcycles,Stone washed white pearl sportster S,stone wash white pearl sportster
572,motorcycles,2012 Pontiac for sale 5000,pontiac sale
573,motorcycles,honda shine 2017 greater than 50000,honda shine greater
574,motorcycles,2021 Harley Davidson cost under 500 km,harley davidson cost km
575,motorcycles,Harley Davidson 2017 Roadglide 6000 miles,harley davidson roadglid mile
576,motorcycles,harley davidson 2020 less than 20000 sale first owner less than 10000 km,harley davidson sale owner km
577,motorcycles,BMW R 1250 R 2019 less than 50000 sale,bmw r r sale
578,motorcycles,"bajaj dominar, less than 130000, 2017, sale",bajaj dominar sale
579,motorcycles,herohonda  1400000,herohonda
580,motorcycles,Indian used less than 100000 $10000,indian
581,motorcycles,"2020 BMW motorcycle under 25,000 km good condition",bmw motorcycl km good condit
582,motorcycles,Suzuki Access 125 scooty 2019 model single owner 20000km driven $1000 sale,suzuki access scooti model singl owner driven sale
583,motorcycles,2019 Ford F-150 XL less than 2000 sale,ford xl sale
584,motorcycles,Honda motorcyle 2017 under 130000km for sale,honda motorcyl sale
585,motorcycles,Harley Davidson Sportster 48 5000 2014 1 owner 6000km,harley davidson sportster owner
586,motorcycles,Wanted Bullet chrome 500 cc for less than 1 lakh rupees and less than 40000 km run,want bullet chrome cc lakh rupe km run
587,motorcycles,vintage harley davidson only 1 owner,vintag harley davidson owner
588,motorcycles,honda dominar 2018 less than 170000 sale,honda dominar sale
589,motorcycles,"select name,price,year,owner,km_driven from motorcycles where name='bajaj dominar 2017' and price < 130000;",select price year owner motorcycl bajaj dominar price
590,motorcycles,Ducati motorcycle used red $16k 150k miles,ducati motorcycl red mile
591,motorcycles,"The Hero Passion Pro motorcycle with a price tag ranging between Rs. 70,375 to Rs. 75,100. 113 cc bs6 engine, the Hero Passion Pro blue colour for sale",hero passion pro motorcycl price tag rang rs rs cc engin hero passion pro blue colour sale
592,motorcycles,honda motorcycle 2019 less than 140000 sale,honda motorcycl sale
593,motorcycles,2020 Honda cb500x for sale 5000$ 10000 miles,honda sale mile
594,motorcycles,Ducati 750 GT 1970 1200 km 500000,ducati gt km
595,motorcycles,extremely poor marketing scheme,extrem poor market scheme
596,motorcycles,harley davidson pan head less than 20000 kilometers,harley davidson pan head kilomet
597,motorcycles,Kawasaki Ninja 2017 less that 6000 used,kawasaki ninja
598,motorcycles,yguygug,yguygug
599,motorcycles,The all new Bajaj Dominar 400 is now available in India for Rs 1.36 lakh,new bajaj dominar avail india rs lakh
600,motorcycles,Harley Davidson Electra Glide 2015 less than 100000 miles one owner,harley davidson electra glide mile owner
601,motorcycles,"Royalenfield 350cc 2019 model 1,25000INR",royalenfield model
602,motorcycles,honda crusier 2020 less than 15000$,honda crusier
603,motorcycles,"honda,125000,2020,120km",
604,motorcycles,2015 honda shadow motorcycle blue and white,honda shadow motorcycl blue white
605,motorcycles,Yamaha sport bike  YZF-R6 price of 12199 and 510 cc year 2019,yamaha sport bike price cc year
606,car,honda 200k miles 15k,honda mile
607,car,"Honda sedan less than 300,000 miles and under $17000",honda sedan mile
608,car,honda amaze 300000  $30000,honda amaz
609,car,"Toyota 2020 less than 100,000 miles and black color",toyota mile black color
610,car,how much price for honda sedan model,price honda sedan model
611,car,honda civics in texas for under $10000 from before 2010,honda civic texa
612,car,Honda Pilot newer than 2020 and under $20000,honda pilot newer
613,car,"2019 Ford F-150 Lariat less than 50,000 miles under $20000",ford lariat mile
614,car,"Baleno 1.3 DELTA less than 300,000 miles and under $20000",baleno delta mile
615,car,"Jeep Compass SUV 2012 or newer less than 50,000 miles",jeep compass suv newer mile
616,car,"Accura CL 2007 white less then 100,000 miles",accura cl white mile
617,car,"jeep less than 50,000 miles and under $17000",jeep mile
618,car,"2019 Black BMW sedan 6 cylinder 50,000 miles and under",black bmw sedan cylind mile
619,car,Used white or red Scorpio less than 60000 km less than Rs 500000 single owner,white red scorpio km rs singl owner
620,car,honda sedan manufacturing sector is very safty,honda sedan manufactur sector safti
621,car,TVS company 2020 model ssingle owner black color at texas milage 200km,tv compani model ssingl owner black color texa milag
622,car,"Honda sedan less than 200,000 miles under $15,000",honda sedan mile
623,car,Nissan altima 2010 5000 miles,nissan altima mile
624,car,dodge RAM 250 black color 4wheel drive 4 cylinders 150K $12500,dodg ram black color drive cylind
625,car,"Red Jeep SUV under 50,000 miles newer than 2010",red jeep suv mile newer
626,car,Red Volvo SUV under $50000 with heated seats,red volvo suv heat seat
627,car,red honda fit 2017 used under 100k miles,red honda fit mile
628,car,"2019 Ford F150 truck in arkansas under 100,000 miles",ford truck arkansa mile
629,car,Tayota supra custom paint job 36000 miles barely used open to offers under $20000,tayota supra custom paint job mile bare open offer
630,car,"Toyota less than 10,000 miles and under $10000",toyota mile
631,car,"Honda sedan less than 100,000 miles and under $13000",honda sedan mile
632,car,Classic paint 1952 bel air fully restored engine anti-lock brakes,classic paint bel air fulli restor engin anti lock brake
633,car,"black Honda Civic 50,000 miles going for 10,000",black honda civic mile go
634,car,New 2022 Cadillac black V6 CA under $50000,new cadillac black
635,car,"2021 Dodge Ram less than 5,000 Miles under $35,000",dodg ram mile
636,car,used vehicle with minimal mileage and low pricing,vehicl minim mileag low price
637,car,AUDI 2010 MODEL BLUE COLOR GOOD CONDITION,audi model blue color good condit
638,car,"Toyota Camry brand new in red under $35,000",toyota camri brand new red
639,car,"2018 red Corvette excellent condition less than 50,000 miles under $20000",red corvett excel condit mile
640,car,black Audi a4 less than 20000 miles,black audi mile
641,car,"New Toyota pickup 4x4 under 100,000 miles and preferably blue",new toyota pickup mile prefer blue
642,car,"Honda sedan. Seats 5 people. Low mileage. And under $15,000",honda sedan seat peopl low mileag
643,car,"red 1975 Dodge under 350,000 miles good condition in or near Reno Nevada",red dodg mile good condit near reno nevada
644,car,Iphone 12 Apple128g Black,iphon black
645,car,nissan leaf electric used under $10000 new battery,nissan leaf electr new batteri
646,computer science jobs,data science private 80-90k,data scienc privat
647,computer science jobs,"networking with bachlors $45k under 25,000 employees",network bachlor employe
648,computer science jobs,data science job private company $77K or 88K in california,data scienc job privat compani california
649,computer science jobs,"high paying, west, senior, experience, career",high pay west senior experi career
650,computer science jobs,is  there any healthcare sector,healthcar sector
651,computer science jobs,Data Scientist Manager private company $70K in alabama,data scientist manag privat compani alabama
652,computer science jobs,Data Scientist manager salary and qualifications in Texas 100 employees,data scientist manag salari qualif texa employe
653,computer science jobs,Data scientist manager $80K Technology in Florida,data scientist manag technolog florida
654,computer science jobs,Mobile application developer seattle washington 100k with benifits,mobil applic develop seattl washington benifit
655,computer science jobs,Data Scientist Manager in Texas public company $90k bachelor’s degree,data scientist manag texa public compani bachelor degre
656,computer science jobs,Software developer jobs in USA paying 1000000 USD pa in Google or Amazon,softwar develop job usa pay usd pa googl amazon
657,computer science jobs,senior data scientist qualified experience more than 20 years,senior data scientist qualifi experi year
658,computer science jobs,"senior business analyst  at texas ,tech group of company $50k - $60k",senior busi analyst texa tech group compani
659,computer science jobs,Data science private company $80K or $90K in California,data scienc privat compani california
660,computer science jobs,senior data science program 85000 Texas,senior data scienc program texa
661,computer science jobs,Senior Business Analyst 15 year experience $150k in New Brunswick,senior busi analyst year experi new brunswick
662,computer science jobs,web developer jobs over $80k full time remote,web develop job time remot
663,computer science jobs,cybersecurity analyst high starting pay in CA,cybersecur analyst high start pay
664,computer science jobs,business analyst job opening at microsoft with no experiance in Washington state with good salary,busi analyst job open microsoft experi washington state good salari
665,computer science jobs,Junior scientist position new york experience required in JAVA and C++ paying $36000 a year plus holiday,junior scientist posit new york experi requir java pay year plu holiday
666,computer science jobs,data scientist manager job private company $80k or $90k in america,data scientist manag job privat compani america
667,computer science jobs,data scientist,data scientist
668,computer science jobs,Business analyst for accounting firm must have 4 year degree and 5 years working experience salary negotiable,busi analyst account firm year degre year work experi salari negoti
669,computer science jobs,Full Stack Engineer Master's Degree Government Sector in MO over $85K,stack engin master degre govern sector mo
670,computer science jobs,Data analyst job private company $50k or $60k in Texas,data analyst job privat compani texa
671,computer science jobs,Senior business analyst job private sector $100K to $120K located out of Washington,senior busi analyst job privat sector locat washington
672,computer science jobs,Data Scientist Manager GOOD experience $80K or $90K in TEXAS,data scientist manag good experi texa
673,computer science jobs,Senior full-stack developer 15 years experience in finance industry $150k bay area,senior stack develop year experi financ industri bay area
674,computer science jobs,business analyst job private company $70k or  $80k,busi analyst job privat compani
675,computer science jobs,Senior business analyst $115k for Dallas Computing Firm,senior busi analyst dalla comput firm
676,computer science jobs,Private company seeking a canidate that pays 80k to 90a year. Must live in California,privat compani seek canid pay year live california
677,computer science jobs,business analyst for health care company $60k to $75k range salary in oregon,busi analyst health care compani rang salari oregon
678,computer science jobs,Master Programmer for growing software company at least 8 years experience $150k per year good benefits in Houston Texas,master programm grow softwar compani year experi year good benefit houston texa
679,computer science jobs,entry level data assistant R Excel Tableau $45k Chicago area,entri level data assist r excel tableau chicago area
680,furniture,new kitchen bar stool brown 122 by 156 meters,new kitchen bar stool brown meter
681,furniture,extravagant custom cabinets for entire house,extravag custom cabinet entir hous
682,furniture,how many cubboards in the kitchen,cubboard kitchen
683,furniture,"SELECT bar stool FROM furniture WHERE kitchen, AND Color= brown AND size 111 by 146m",select bar stool furnitur kitchen brown size
684,furniture,Bar tables brown contemporary style length 45 Inches,bar tabl brown contemporari style length inch
685,furniture,red and black Bar furniture set under 1000$,red black bar furnitur set
686,furniture,gently used oak wood table and chairs set,gentli oak wood tabl chair set
687,furniture,Dinning table and chairs oak under $750,din tabl chair oak
688,furniture,"California King sized platform bed frame, weathered gray with built in  storage",california king size platform bed frame weather gray built storag
689,furniture,New queen bed mahogany 1 meter height $1000 or less,new queen bed mahogani meter height
690,furniture,Rosewood or ebony king size bed with purchase papers and below 10000 pounds,rosewood eboni king size bed purchas paper pound
691,furniture,modular kitchen set very low cost in California city,modular kitchen set low cost california citi
692,furniture,KITCHEN DINING SET WITH  TABLE AND 6 CHAIRS 4FEET HIGH &44,kitchen dine set tabl chair high
693,furniture,Fireplace with red brick 4 by 4,fireplac red brick
694,furniture,used cedar chest 1800s drawers,cedar chest drawer
695,furniture,cocobolo wood office table 3 ft by 5 ft light brown finish,cocobolo wood offic tabl ft ft light brown finish
696,furniture,111by146meters,
697,furniture,new bookshelf black with drawers 5 feet tall,new bookshelf black drawer feet tall
698,furniture,used twin wooden bed frame price,twin wooden bed frame price
699,furniture,new white and black beds at $100 111by 120 meters,new white black bed meter
700,furniture,NEW KITCHEN BAR STOOL BROWN 111 BY 10 METERS,new kitchen bar stool brown meter
701,furniture,Blue cloth 3 seat sofa 56 inches long,blue cloth seat sofa inch long
702,furniture,"Black nightstand no more than 26"" W between $25 to $45",black nightstand w
703,furniture,New living room couch grey 95 by 95 inches,new live room couch grey inch
704,furniture,SOFA 4 SEATER UNDER 10000 BLUE COLOR,sofa seater blue color
705,furniture,Master Bedroom Dresser with Mirror black with silver,master bedroom dresser mirror black silver
706,furniture,New black genuine leather sofa less than 7 feet under $400,new black genuin leather sofa feet
707,furniture,new chair black or white $50 or $60,new chair black white
708,furniture,set of 4 black leather barstools 1.4 meters chrome bases,set black leather barstool meter chrome base
709,furniture,Chair that has differs dimensions to make it a bar stool,chair differ dimens bar stool
710,furniture,"red or green cedar and cherry nightstands for $1000 or less and at least 2"" high",red green cedar cherri nightstand high
711,furniture,New chair about 25in off the ground,new chair ground
712,furniture,bathroom faucet silver new $100 over,bathroom faucet silver new
713,car,"REGION,TYPE,PAINT,STATE",region type paint state
714,car,Honda used under 2000,honda
715,car,Used honda 7000,honda
716,car,New white Subaru Ascent,new white subaru ascent
717,car,new lincoln aviator,new lincoln aviat
718,car,car,car
719,car,toyata used under 5000,toyata
720,car,Honda new 2021,honda new
721,car,virginia ford 2door $3400,virginia ford
722,car,Peugeot 306 new,peugeot new
723,car,10000,
724,car,Honda used under 6000,honda
725,car,ford f150 low miles,ford low mile
726,car,Colorado new toyota prius,colorado new toyota priu
727,car,BMW used under 10000,bmw
728,car,toyota,toyota
729,car,"New SUV under 50,000 dollars",new suv dollar
730,car,price of the first toyota car,price toyota car
731,car,USED CAMRY CLEAN TITLE,camri clean titl
732,car,price,price
733,car,HONDA USED UNDER 6000,honda
734,car,What is the condition of toyota?,condit toyota
735,computer science jobs,Assistant IT manager Colorado,assist manag colorado
736,computer science jobs,Looking for database specialized 56999,look databas special
737,computer science jobs,data scientist,data scientist
738,computer science jobs,Job title,job titl
739,computer science jobs,senior data scientist $55K alabama,senior data scientist alabama
740,computer science jobs,DEGREE,degre
741,computer science jobs,ENTRY LEVEL NETWORKING JOB,entri level network job
742,computer science jobs,What is the qualification for senior data scientist?,qualif senior data scientist
743,computer science jobs,senior scientist phd california,senior scientist phd california
744,computer science jobs,database manager job near me,databas manag job near
745,computer science jobs,Business Analyst ibm New York $100k,busi analyst ibm new york
746,computer science jobs,Entry data scientist california,entri data scientist california
747,computer science jobs,JENIOR DATE MANAGER $50K ALABAMA,jenior date manag alabama
748,computer science jobs,4 years experience Business Analyst Colorado,year experi busi analyst colorado
749,computer science jobs,Alabama Senior Data Scientist,alabama senior data scientist
750,computer science jobs,senior data scientist $74K alabama,senior data scientist alabama
751,computer science jobs,What is the salary of senior data scientist?,salari senior data scientist
752,computer science jobs,senior data scientist manager $100,senior data scientist manag
753,computer science jobs,java expert masters degree,java expert master degre
754,furniture,kitchen cabinet,kitchen cabinet
755,furniture,pine bed king size,pine bed king size
756,furniture,white desk 200,white desk
757,furniture,CHERRY BREAKFAST NOOK,cherri breakfast nook
758,furniture,Kitchen chair in pine,kitchen chair pine
759,furniture,WALNUT,walnut
760,furniture,kitchen cabinet mahogany or walnut,kitchen cabinet mahogani walnut
761,furniture,white bar stools,white bar stool
762,furniture,kitchen cabinet mahogany or walnut,kitchen cabinet mahogani walnut
763,furniture,canopy bed frame walnut,canopi bed frame walnut
764,furniture,Beige mid-century modern chair,beig mid centuri modern chair
765,furniture,New kitch dink 3000,new kitch dink
766,furniture,green love seat new,green love seat new
767,furniture,wainut,wainut
768,furniture,What price is the mahogany kitchen cabinet?,price mahogani kitchen cabinet
769,furniture,What is the color of the kitchen cabinet mahogany?,color kitchen cabinet mahogani
770,furniture,cabinets mahogany or walnut,cabinet mahogani walnut
771,furniture,black bed twin size,black bed twin size
772,furniture,2m Blue Sofa,blue sofa
773,furniture,dining table bar height or standard,dine tabl bar height standard
774,furniture,bunker bed metal frame 6x3,bunker bed metal frame
775,furniture,Which category it is,categori
776,housing,netleigh apt 6000 per month single bed,netleigh apt month singl bed
777,housing,dallas new build homes,dalla new build home
778,housing,DUPLEX FOR RENT,duplex rent
779,housing,ward apartment apt 7000per month single bed,ward apart apt month singl bed
780,housing,8000 per month one bed apartment,month bed apart
781,housing,10000,
782,housing,studio apartment desirable neighborhood,studio apart desir neighborhood
783,housing,Single 3 bedroom home,singl bedroom home
784,housing,2 bedroom 2 bath rent $5000,bedroom bath rent
785,housing,4000,
786,housing,nebtleigh apt 8000 per month single bed,nebtleigh apt month singl bed
787,jewelry,wedding rings less than $1000,wed ring
788,jewelry,engagement ring 2000,engag ring
789,jewelry,wedding earing is look so cute,wed ear look cute
790,jewelry,Couple ring set for best price $50,coupl ring set best price
791,jewelry,diamond necklace @7700,diamond necklac
792,jewelry,HEMATITE RINGS,hematit ring
793,jewelry,silver engraved chain necklace,silver engrav chain necklac
794,jewelry,wedding band less than $1000,wed band
795,jewelry,emerald ring less than $850,emerald ring
796,jewelry,Price,price
797,jewelry,gold necklace large links,gold necklac larg link
798,jewelry,wedding rings less than $2000,wed ring
799,motorcycles,honda motorcycle 500cc,honda motorcycl
800,motorcycles,honda motorcycle 500cc,honda motorcycl
801,motorcycles,yellow 2021 Vespa,yellow vespa
802,motorcycles,honda motorcycle 600cc,honda motorcycl
803,motorcycles,Yamaha 1000,yamaha
804,motorcycles,SUZUKI MOTORCYCLE 900CC,suzuki motorcycl
805,motorcycles,2021 Harley Electra Glide,harley electra glide
806,motorcycles,Harley Davidson 250cc 5000 km,harley davidson km
807,motorcycles,harley davidson low mileage,harley davidson low mileag
808,motorcycles,New honda crv4500,new honda
809,motorcycles,1980 GOLDWING,goldw
810,motorcycles,mv augusta 2010 red,mv augusta red
811,motorcycles,HONDA CAR PRICE,honda car price
812,motorcycles,YAMAHA MOTORCYCLE 220CC,yamaha motorcycl
813,motorcycles,65000,
814,housing,Dallas apartment 3 bedrooms 1 bath,dalla apart bedroom bath
815,housing,Two bedroom house with available parking,bedroom hous avail park
816,housing,"housing address = ""via roma 111""",hous address roma
817,housing,Housing,hous
818,housing,Adelaide apartment with one bedroom under 5 years old,adelaid apart bedroom year old
819,housing,Single bedroom apartment under 1000 pm,singl bedroom apart pm
820,housing,no car 1950 bellevue 4 bed,car bellevu bed
821,housing,1bhk house with car parking.,hous car park
822,housing,london apartment 500 per week double bed,london apart week doubl bed
823,housing,8000 per single,singl
824,housing,nebtleigh apt 8000 per month single bed,nebtleigh apt month singl bed
825,housing,rural apartment 2000 per month,rural apart month
826,housing,"size, no of bathrooms, year bult",size bathroom year bult
827,housing,1 bedroom apartment for rent,bedroom apart rent
828,housing,chicago townhouse three bed 200k,chicago townhous bed
829,housing,seattle house 4000 per month three bed,seattl hous month bed
830,housing,condo two bedrooms,condo bedroom
831,housing,Suburban home with 3 bedrooms,suburban home bedroom
832,housing,What is the address of the above nebtleigh?,address nebtleigh
833,housing,2 bedroom 800 per month,bedroom month
834,housing,"san francisco,ca apartment less than $2600",san francisco apart
835,jewelry,diamond tennis bracelet,diamond tenni bracelet
836,jewelry,Black necklace with price less than 200,black necklac price
837,jewelry,earrings with clips-ons,ear clip on
838,jewelry,"size, color, manufacturer",size color manufactur
839,jewelry,wedding ring,wed ring
840,jewelry,$100 silver necklace,silver necklac
841,jewelry,sharmi looking for rings less than $1000,sharmi look ring
842,jewelry,wedding band less than $200,wed band
843,jewelry,jade bracelet less than $600,jade bracelet
844,jewelry,Silver necklaces for sale,silver necklac sale
845,jewelry,gold ring diamond big,gold ring diamond big
846,jewelry,pandora bracelet less then $500,pandora bracelet
847,jewelry,gold necklace over 500,gold necklac
848,jewelry,Where can I buy wedding rings for less than $1000?,buy wed ring
849,jewelry,Red Earring less than $200,red ear
850,jewelry,gold necklace,gold necklac
851,jewelry,bracelet green $100,bracelet green
852,jewelry,what is the price,price
853,jewelry,gold chain and pendant,gold chain pendant
854,jewelry,Sterling Silver Earrings $50,sterl silver ear
855,jewelry,Jewelry,jewelri
856,jewelry,500,
857,jewelry,silver necklaces for 20$,silver necklac
858,jewelry,"jewerly type = ""ring""",jewerli type ring
859,jewelry,braclet silver $100,braclet silver
860,motorcycles,harley davidson under $3000,harley davidson
861,motorcycles,"color, price, cylinder capacity",color price cylind capac
862,motorcycles,honda 500 cc,honda cc
863,motorcycles,Ducati motorcycle less than $10000,ducati motorcycl
864,motorcycles,Harley davidson 10k,harley davidson
865,motorcycles,2014 Toyota motorcycle for $2000,toyota motorcycl
866,motorcycles,Honda Motorcycle,honda motorcycl
867,motorcycles,toyota corolla 2005,toyota corolla
868,motorcycles,suzuki motorcycle 750cc,suzuki motorcycl
869,motorcycles,yamaha motorcycle 2018,yamaha motorcycl
870,motorcycles,"Chevy tahoe, 2015",chevi taho
871,motorcycles,hyundai motorcycle 500cc,hyundai motorcycl
872,motorcycles,honda motorcycle parts 500cc,honda motorcycl part
873,motorcycles,Used Honda 125,honda
874,motorcycles,Honda Shine First Hand,honda shine hand
875,motorcycles,honda electric 1000miles new,honda electr new
876,motorcycles,what is the name of motor cycle,motor cycl
877,motorcycles,Suzuki 600s,suzuki
878,motorcycles,suzuki motorcycle new 2021,suzuki motorcycl new
879,motorcycles,kawasaki motorcycle 250cc,kawasaki motorcycl
880,motorcycles,What is the price of the honda motorcycle 500cc,price honda motorcycl
881,motorcycles,Pulsar 220 used in kerala,pulsar kerala
882,motorcycles,500,
883,motorcycles,she want a mobile,want mobil
884,motorcycles,cycle,cycl
885,motorcycles,Harley Davidson motorcycle 1989 vintage,harley davidson motorcycl vintag
886,motorcycles,"motorcycles name = ""yamaha""",motorcycl yamaha
887,car,bmw new manual under 10000,bmw new manual
888,car,BMW used under 20000 miles,bmw mile
889,car,used car,car
890,car,used toyota 2002 good condition,toyota good condit
891,car,"Mazda, 5000k, used, red",mazda red
892,car,Subaru used under 7000,subaru
893,car,honda new over 10000,honda new
894,car,used cadillac under 10000,cadillac
895,car,Honda used 3000,honda
896,car,How do you get a job at HUD?,job hud
897,car,Used Toyota,toyota
898,car,toyota used under 5000,toyota
899,car,fiat convertible low miles,fiat convert low mile
900,car,nissan new under 10000,nissan new
901,car,"Used Ford truck $12,000",ford truck
902,car,ford 100K under 2000,ford
903,car,yellow truck,yellow truck
904,car,-,
905,computer science jobs,senior data scientist $ 74K alabama,senior data scientist alabama
906,computer science jobs,data engineer california,data engin california
907,computer science jobs,"computer science = ""Consultant""",comput scienc consult
908,computer science jobs,junior data engineer $50k london,junior data engin london
909,computer science jobs,it engineer $70k Georgia,engin georgia
910,computer science jobs,Data analyst IBM $75K,data analyst ibm
911,computer science jobs,How much money can have a scientist have?,money scientist
912,computer science jobs,engineer 84k seattle,engin seattl
913,computer science jobs,"Editor Analyst, 30k-50k, two years experience, Tampa Florida, medium sized company",editor analyst year experi tampa florida medium size compani
914,computer science jobs,senior data scientist,senior data scientist
915,computer science jobs,entry level data analyst $50k illinois,entri level data analyst illinoi
916,furniture,New kitchen stove brown,new kitchen stove brown
917,furniture,Kitchen Cabinets,kitchen cabinet
918,furniture,"category = ""beds""",categori bed
919,furniture,modern couch permanent cushions,modern couch perman cushion
920,furniture,what type of chair is that,type chair
921,furniture,table green $20,tabl green
922,furniture,leopard accent chair,leopard accent chair
923,furniture,kitchen counter marble or granite,kitchen counter marbl granit
924,furniture,bedroom dresser wood or metal,bedroom dresser wood metal
925,furniture,"shape, price, dimension",shape price dimens
926,furniture,dinner table brown under 500,dinner tabl brown
927,furniture,gray couch,gray couch
928,furniture,Used Double Bed,doubl bed
929,furniture,bed mahagony off white color,bed mahagoni white color
930,furniture,Black painted dresser with 4 drawers,black paint dresser drawer
931,furniture,bedroom wardrobe 500 black,bedroom wardrob black
932,furniture,white bedroom bed,white bedroom bed
933,car,"Nissan Sentra under 80,000 miles",nissan sentra mile
934,car,Ford used under 4000,ford
935,car,mustang 2005 400 miles,mustang mile
936,car,toyota used under 5000,toyota
937,car,Red Scorpio 2012 model,red scorpio model
938,car,Jeep USV new under $10000,jeep usv new
939,car,toyota used under 6000,toyota
940,car,5001,
941,car,toyota 5k,toyota
942,car,audi new 2022 blue,audi new blue
943,computer science jobs,senior business analyst $46K texas,senior busi analyst texa
944,computer science jobs,business analyst $50K atlanta,busi analyst atlanta
945,computer science jobs,Data analyst for bank in Texas,data analyst bank texa
946,computer science jobs,senior data scientist $74K alabama,senior data scientist alabama
947,computer science jobs,"Digital marketing executive, 3 years experience, IT",digit market execut year experi
948,computer science jobs,senior data entry operator $74k florida,senior data entri oper florida
949,computer science jobs,senior data scientist $88K alabama,senior data scientist alabama
950,computer science jobs,Nurse $50K colorado,nurs colorado
951,computer science jobs,data scientist,data scientist
952,computer science jobs,Salary estimation will be depends on qualification,salari estim depend qualif
953,furniture,kitchen cabinet mahogany or walnut,kitchen cabinet mahogani walnut
954,furniture,walnut,walnut
955,furniture,bedroom set white or beige,bedroom set white beig
956,furniture,wooden bed under $150,wooden bed
957,furniture,green sectional sofa,green section sofa
958,furniture,Brown wooden chair,brown wooden chair
959,furniture,kitchen cabinet,kitchen cabinet
960,furniture,queen bed white or offwhite,queen bed white offwhit
961,housing,Single family home with 3 BDR,singl famili home bdr
962,housing,single family home,singl famili home
963,housing,New apartment build in two bedrooms look like suburb and fasionate,new apart build bedroom look like suburb fasion
964,housing,house located in rural area with 3 bedrooms,hous locat rural area bedroom
965,housing,nebteigh apt 4000 per month,nebteigh apt month
966,housing,Suburb built before 1900 2 bedrooms 1 bath,suburb built bedroom bath
967,housing,apt 3 bedrooms 2 bathrooms built after 1990,apt bedroom bathroom built
968,housing,netbleigh apt 9000 per month single bed,netbleigh apt month singl bed
969,jewelry,earring  less than $500,ear
970,jewelry,Used wedding rings 2500,wed ring
971,jewelry,gold earring for 500$ or less,gold ear
972,jewelry,Wedding necklace more than $5000,wed necklac
973,jewelry,750,
974,jewelry,wedding rings less than $2000,wed ring
975,jewelry,Gold Necklace,gold necklac
976,jewelry,Pearl earrings for less than $ 200,pearl ear
977,jewelry,rosegold wedding band with necklace,rosegold wed band necklac
978,jewelry,wedding jewelry,wed jewelri
979,jewelry,Earrings that are gold.,ear gold
980,jewelry,men's bracelet silver under $150,men bracelet silver
981,motorcycles,suzuki motorcycle 750cc,suzuki motorcycl
982,motorcycles,"kinetic price 95000,  1000cc",kinet price
983,motorcycles,dacia car 2.0,dacia car
984,motorcycles,harvey davidson dyna super glide new under $13000,harvey davidson dyna super glide new
985,motorcycles,honda motorcycle 500cc,honda motorcycl
986,motorcycles,bajaj motorcycle 650cc,bajaj motorcycl
987,motorcycles,The price of red Yamaha motor cycle was $10000 in Texas.,price red yamaha motor cycl texa
988,motorcycles,450cc,
989,motorcycles,Royal enfilled overall very famous motorcycles in the world,royal enfil overal famou motorcycl world
990,motorcycles,1995 harley motorcyle like new,harley motorcyl like new
991,motorcycles,Used motorcycle 3000miles 1200,motorcycl
992,motorcycles,1984 Harley Davidson motorcycle,harley davidson motorcycl
993,motorcycles,Royal Enfield Bullet 350,royal enfield bullet
994,car,$5000,
995,car,Mustang 2006 V4 blue,mustang blue
996,car,toyota used under 7000,toyota
997,car,toyota used under 5000,toyota
998,car,The price of black Honda sedan was $30000,price black honda sedan
999,car,toyota 5000,toyota
1000,car,Chevy new Washington,chevi new washington
1001,car,Honda used under 10000,honda
1002,car,Honda used year 2018,honda year
